# 11 out of 11 mutations
171 #trees
v3 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 41
v8 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v10
v0 v3
v0 v2
10 #edges, tree 42
v9 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v10
v0 v3
v0 v2
10 #edges, tree 43
v9 v10
v9 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 44
v9 v7
v3 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 45
v9 v7
v6 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 46
v9 v10
v8 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 47
v8 v7
v3 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 48
v8 v7
v6 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 49
v6 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v0
v0 v10
v0 v3
v0 v2
10 #edges, tree 50
v8 v7
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v10
v0 v3
v0 v2
10 #edges, tree 51
v6 v9
v3 v10
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 52
v6 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 53
v9 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 54
v9 v10
v8 v7
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 55
v8 v7
v6 v9
v3 v10
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 56
v8 v7
v6 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v0
v0 v3
v0 v2
10 #edges, tree 57
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v7
v0 v6
v0 v1
10 #edges, tree 58
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v10
v0 v7
v0 v1
10 #edges, tree 59
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v7
v0 v1
10 #edges, tree 60
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v7
v0 v1
10 #edges, tree 61
v3 v9
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v10
v0 v6
v0 v1
10 #edges, tree 62
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v6
v0 v1
10 #edges, tree 63
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v10
v0 v6
v0 v1
10 #edges, tree 64
v8 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v6
v0 v1
10 #edges, tree 65
v9 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v6
v0 v1
10 #edges, tree 66
v3 v9
v3 v4
v2 v8
v2 v5
v1 v7
v1 v6
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 67
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 68
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 69
v6 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 70
v3 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 71
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v6
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 72
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 73
v8 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 74
v9 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 75
v3 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 76
v6 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 77
v8 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 78
v9 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 79
v8 v7
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v10
v0 v1
10 #edges, tree 80
v3 v9
v3 v4
v2 v8
v2 v5
v1 v10
v1 v6
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 81
v3 v9
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v7
v0 v6
v0 v1
10 #edges, tree 82
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 83
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 84
v6 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 85
v9 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 86
v3 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 87
v6 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v6
v0 v1
10 #edges, tree 88
v3 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v6
v0 v1
10 #edges, tree 89
v9 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v6
v0 v1
10 #edges, tree 90
v6 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 91
v9 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 92
v3 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 93
v6 v9
v3 v10
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 94
v6 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 95
v9 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v7
v0 v1
10 #edges, tree 96
v6 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 97
v9 v7
v6 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 98
v8 v7
v6 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 99
v6 v10
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 100
v6 v10
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 101
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 102
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v10
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 103
v8 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 104
v9 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 105
v3 v9
v3 v4
v2 v8
v2 v5
v1 v10
v1 v7
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 106
v9 v10
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 107
v3 v10
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 108
v9 v10
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 109
v3 v10
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 110
v3 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 111
v9 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 112
v9 v7
v3 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 113
v8 v7
v3 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 114
v9 v10
v8 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 115
v9 v10
v9 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v6
v0 v1
10 #edges, tree 116
v6 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v7
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 117
v3 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v7
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 118
v3 v9
v3 v4
v2 v8
v2 v5
v1 v10
v1 v7
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 119
v9 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v7
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 120
v9 v7
v6 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 121
v6 v10
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 122
v6 v10
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 123
v8 v7
v6 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 124
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v10
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 125
v8 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v10
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 126
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v10
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 127
v9 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v10
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 128
v9 v10
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 129
v3 v10
v3 v9
v3 v4
v2 v8
v2 v7
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 130
v9 v7
v3 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 131
v9 v10
v9 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 132
v8 v7
v3 v10
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 133
v3 v10
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 134
v9 v10
v8 v7
v3 v9
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 135
v9 v10
v3 v9
v3 v7
v3 v4
v2 v8
v2 v5
v1 v6
v1 v3
v1 v2
v0 v1
10 #edges, tree 136
v6 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 137
v3 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v10
v1 v3
v1 v2
v0 v1
10 #edges, tree 138
v3 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 139
v9 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 140
v6 v9
v3 v10
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 141
v6 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 142
v6 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v10
v1 v3
v1 v2
v0 v1
10 #edges, tree 143
v9 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v7
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 144
v8 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v1
10 #edges, tree 145
v8 v7
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v1
10 #edges, tree 146
v3 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v1
10 #edges, tree 147
v6 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v1
10 #edges, tree 148
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v7
v1 v3
v1 v2
v0 v1
10 #edges, tree 149
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v7
v1 v3
v1 v2
v0 v1
10 #edges, tree 150
v9 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v10
v1 v3
v1 v2
v0 v1
10 #edges, tree 151
v8 v7
v6 v9
v3 v10
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 152
v8 v7
v6 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 153
v9 v10
v8 v7
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 154
v8 v7
v3 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 155
v8 v7
v6 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 156
v9 v10
v8 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 157
v6 v10
v3 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 158
v6 v10
v6 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 159
v9 v10
v6 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 160
v6 v9
v3 v10
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 161
v9 v10
v3 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 162
v3 v10
v3 v9
v3 v7
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 163
v9 v7
v3 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 164
v3 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v1
10 #edges, tree 165
v6 v9
v3 v10
v3 v6
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v1
10 #edges, tree 166
v6 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v1
10 #edges, tree 167
v6 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v1
10 #edges, tree 168
v9 v7
v6 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
10 #edges, tree 169
v9 v10
v6 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v1
10 #edges, tree 170
v9 v10
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v7
v1 v3
v1 v2
v0 v1
10 #edges, tree 171
v9 v10
v9 v7
v3 v9
v3 v6
v3 v4
v2 v8
v2 v5
v1 v3
v1 v2
v0 v1
